Time,current_position_1,current_position_2,current_position_3,error_position_1,error_position_2,error_position_3,controller_1,controller_2,controller_3
0.8,0.00733614454539104,0.00131169226951002,0.00138203613460064,-0.00733614454539104,-0.00131169226951002,0.798617963865399,-0.00437568831278323,0.00170110282767087,0
0.84,0.00743771485460933,0.00144785447996809,0.00147201493382454,-0.00743771485460933,-0.00144785447996809,0.798527985066176,-0.00385960998580636,0.0016085806719937,0
0.88,0.00748347819686558,0.0017032249277925,0.0015829112380743,-0.00748347819686558,-0.0017032249277925,0.798417088761926,-0.0034742385002028,0.00260768634033094,0
0.92,0.00739143017765557,0.00187411788044394,0.00180183164775372,-0.00739143017765557,-0.00187411788044394,0.798198168352246,-0.00241880103791553,0.00204586875744986,0
0.96,0.00737270379953769,0.00192863971656232,0.00198482163250446,-0.00737270379953769,-0.00192863971656232,0.798015178367496,-0.00297600565521467,0.0011986423536601,0
1,0.00738781421413336,0.00236832412579628,0.00237616524100304,-0.00738781421413336,-0.00236832412579628,0.797623834758997,-0.0032505711740037,0.00426709269515373,0
1.04,0.00745334936992168,0.00254079489375743,0.00293386541306973,-0.00745334936992168,-0.00254079489375743,0.79706613458693,-0.00366974642369211,0.00233671534104366,0
1.08,0.00748327292514971,0.00265831194579202,0.00374528765678406,-0.00748327292514971,-0.00265831194579202,0.796254712343216,-0.00342953554032098,0.00197665088219581,0
1.12,0.00716034760795425,0.00284586926097579,0.00492219999432564,-0.00716034760795425,-0.00284586926097579,0.795077800005674,-0.000668965416116944,0.00258229240577972,0
1.16,0.00675553509420283,0.00269068153223305,0.00716376304626465,-0.00675553509420283,-0.00269068153223305,0.792836236953735,9.2792868337382e-05,-4.46787766441551e-05,-0.00599751204252241
1.2,0.0068967354139851,0.00230342661794095,0.00974796712398529,-0.0068967354139851,-0.00230342661794095,0.790252032876015,-0.00407229458126655,-0.00193470327091679,-0.00913035186529071
1.24,0.00773623278465643,0.00158777781739235,0.0137593913823366,-0.00773623278465643,-0.00158777781739235,0.786240608617663,-0.00965911488203098,-0.00467931008482416,-0.0238277617350229
1.28,0.00909803986011977,0.00064991817152335,0.020258566364646,-0.00909803986011977,-0.00064991817152335,0.779741433635354,-0.0141366329637258,-0.00671785972743988,-0.0503823752485207
1.32,0.0108138206823624,-0.000273027744399529,0.0267281476408243,-0.0108138206823624,0.000273027744399529,0.773271852359176,-0.0174959444731879,-0.00697388528287011,-0.0517617459580302
1.36,0.0127570568016826,-0.00139770402265961,0.035419600084424,-0.0127570568016826,0.00139770402265961,0.764580399915576,-0.0200007812903624,-0.00893727956719193,-0.076779640149326
1.4,0.0155666376527073,-0.00333029798184697,0.0490090232342482,-0.0155666376527073,0.00333029798184697,0.750990976765752,-0.0276477132321587,-0.0157724951658668,-0.131024897986651
1.44,0.0182737912914876,-0.00548524669937018,0.0625682901591063,-0.0182737912914876,0.00548524669937018,0.737431709840894,-0.0279935038711441,-0.0183087959363586,-0.136000987245887
1.48,0.0207898158222854,-0.00781233689754965,0.0783672165125608,-0.0207898158222854,0.00781233689754965,0.721632783487439,-0.0276029929561772,-0.0205416636139512,-0.164822181288898
1.52,0.0241560285234835,-0.0110648549268581,0.102179443463683,-0.0241560285234835,0.0110648549268581,0.697820556536317,-0.0353674689463034,-0.0287990042329373,-0.25541803517416
1.56,0.0269427619863318,-0.0140994766361283,0.124475119635463,-0.0269427619863318,0.0140994766361283,0.675524880364537,-0.032184380100866,-0.0284007602262116,-0.250004724353552
1.6,0.0298356463825139,-0.0176414823865578,0.150147823616862,-0.0298356463825139,0.0176414823865578,0.649852176383138,-0.0341915513833152,-0.033651141788351,-0.295260304679722
1.64,0.0331116214006948,-0.0223822315435149,0.186831442639232,-0.0331116214006948,0.0223822315435149,0.613168557360768,-0.038434792348343,-0.044573299964863,-0.422411560247838
1.68,0.0353802393644186,-0.0263007442748472,0.219550846144557,-0.0353802393644186,0.0263007442748472,0.580449153855443,-0.0318532848682059,-0.040018696328298,-0.397902769715339
1.72,0.0378021794092516,-0.0308127228089852,0.254538116976619,-0.0378021794092516,0.0308127228089852,0.545461883023381,-0.0340427369731872,-0.0463270827515455,-0.436914180091023
1.76,0.0403408722185984,-0.0362947304574543,0.297817109152675,-0.0403408722185984,0.0362947304574543,0.502182890847325,-0.0360094641895979,-0.0558567296140335,-0.540379965852946
1.8,0.0423382379985967,-0.0411193811759988,0.332078306004405,-0.0423382379985967,0.0411193811759988,0.467921693995595,-0.0328291395259206,-0.0529290023879325,-0.466328245253861
1.84,0.0440948807394464,-0.0456139469586826,0.363831607624888,-0.0440948807394464,0.0456139469586826,0.436168392375112,-0.0318110503046436,-0.0523334304444024,-0.456190100363642
1.88,0.0463567422372463,-0.0516152692934592,0.399466453120112,-0.0463567422372463,0.0516152692934592,0.400533546879888,-0.0365931253423686,-0.0661258614129265,-0.511950625073911
1.92,0.0479298268402827,-0.0560997533330077,0.424892185255885,-0.0479298268402827,0.0560997533330077,0.375107814744115,-0.0321492459573312,-0.0566465983531222,-0.421771290453522
1.96,0.0493357220881183,-0.0606061138605823,0.447700230404735,-0.0493357220881183,0.0606061138605823,0.352299769595265,-0.0315535435461396,-0.0587254157310143,-0.406248227529228
